"min","latitude"
"0.000000","0.000000"
"-80.138858","26.119033"
"-80.126076","26.130009"
"-87.261044","30.488898"
"-87.261046","30.488900"
"0.000000","0.000000"
"-80.138858","26.119033"
"-80.126076","26.130009"
"-87.261044","30.488898"
"-87.261046","30.488900"
