"min_lat","longitude"
"35.212984","-97.443879"
"37.139080","-94.474430"
"37.139140","-94.474200"
"37.181040","-94.366460"
"37.178430","-94.325800"
"35.212984","-97.443879"
"37.139080","-94.474430"
"37.139140","-94.474200"
"37.181040","-94.366460"
"37.178430","-94.325800"
